page_num, license_id, hospital_info
3,04212/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ', 'Toàn bộ tầng trệt, lửng, lầu 2, lầu 4-5, số 69-69A Đường 3- 2, Phường 11, Quận 10, TP Hồ Chí Minh']"
3,01695/HCM-GPHĐ,"['3', 'Phòng khám chuyên khoa Nhi', '9BC Trần Quý Cáp, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh']"
3,00515/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Sản phụ khoa', '78C12 Phạm Ngũ Lão, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh']"
3,02258/SYT-GPHĐ,"['1', 'PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA', '76 Đường 46, KP 4, Phường Bình Trưng Đông, Quận 2, TP Hồ Chí Minh']"
3,04275/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Sản phụ khoa', '13 Đống Đa, Phường 2, Quận Tân Bình, TP Hồ Chí Minh']"
4,03410/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '491/19 Nguyễn Đình Chiểu, Phường 2, Quận 3, TP Hồ Chí Minh']"
4,00754/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'Số 150/26B Nguyễn Trãi, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
4,00690/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '55 Phạm Văn Chí, Phường 1, Quận 6, TP Hồ Chí Minh']"
4,00596/SYT-GPHĐ,"['7', 'Phòng khám Nội tổng hợp', '369 Lê Hồng Phong, Phường 2, Quận 10, TP Hồ Chí Minh']"
4,03288/SYT-GPHĐ,"['6', 'Cơ sở dịch vụ làm răng giả', '206 Vạn Kiếp, Phường 3, Quận Bình Thạnh, TP Hồ Chí Minh']"
4,04726/HCM-GPHĐ,"['4', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '92 Đặng Nguyên Cẩn, Phường 13, Quận 6, TP Hồ Chí Minh']"
4,04488/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', '15 Trần Trọng Cung, Khu phố 1, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']"
4,00053/HCM-GPHĐ,"['2', 'Hộ kinh doanh Nguyễn Ngọc Duy', '151Bis Trần Quang Khải, Phường Tân Định, Quận 1, TP Hồ Chí Minh']"
4,01050/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Sản phụ khoa', '25/8 Lê Văn Thọ, Phường 8, Quận Gò Vấp, TP Hồ Chí Minh']"
5,00241/SYT-GPHĐ,"['9', 'PHÒNG KHÁM NỘI TỔNG HỢP', '61 Đường số 5 Khu C Bông Sao, Phường 5, Quận 8, TP Hồ Chí Minh']"
5,04648/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Mắt', '1127 Phan Văn Trị, Phường 10, Quận Gò Vấp, TP Hồ Chí Minh']"
5,01967/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Ngoại niệu', 'Số 3 Nguyễn Thị Rư, Tổ 7, KP7, T.T.Củ Chi , Huyện Củ Chi, TP Hồ Chí Minh']"
5,01906/SYT-GPHĐ,"['7', 'PHÒNG KHÁM NỘI TỔNG HỢP', '78/4 Ấp 1, Xã Hiệp Phước, Huyện Nhà Bè, TP Hồ Chí Minh']"
5,00756/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp', '009 Lô A Chung cư - Tôn Thất Thuyết, Phường 4, Quận 4, TP Hồ Chí Minh']"
5,01292/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Sản phụ khoa', '502/11/29 Huỳnh Tấn Phát, Phường Bình Thuận, Quận 7, TP Hồ Chí Minh']"
5,01457/SYT-GPHĐ,"['4', 'Phòng khám Nội tổng hợp', '61/11 Lê Văn Lương, Phường Tân Kiểng, Quận 7, TP Hồ Chí Minh']"
5,04710/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Sản phụ khoa', '297/37 Lê Đức Thọ, Phường 17, Quận Gò Vấp, TP Hồ Chí Minh']"
5,02065/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Sản Phụ khoa', '273 Đường số 29, Khu phố 1, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh']"
5,04956/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Sản phụ khoa', '145 Phạm Hữu Lầu, KP2, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh']"
6,01347/HCM-GPHĐ,"['2', 'Phòng khám đa khoa Victoria Healthcare (thuộc Công ty Cổ phần Phát triển Y tế Victoria Healthcare)', '135A Nguyễn Văn Trỗi, Phường 12, Quận Phú Nhuận, TP Hồ Chí Minh']"
6,00070/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '98 Đường số 3, Phường 9, Quận Gò Vấp, TP Hồ Chí Minh']"
6,00202/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng hàm mặt thuộc Công ty Cổ phần Chăm sóc sức khỏe Amy', '166B Trần Đình Xu, Phường Nguyễn Cư Trinh, Quận 1, TP Hồ Chí Minh']"
6,00224/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '142 Bình Quới, Phường 27, Quận Bình Thạnh, TP Hồ Chí Minh']"
6,00172/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Nhi', '57/4 Nguyễn Tuân, Phường 3, Quận Gò Vấp, TP Hồ Chí Minh']"
6,01661/SYT-GPHĐ,"['6', '', '861/64 Trần Xuân Soạn, P.Tân Hưng, Quận 7, TP.Hồ Chí Minh']"
6,00132/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ', '189 Huỳnh Văn Bánh, Phường 12, Quận Phú Nhuận, TP Hồ Chí Minh']"
6,04132/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '362/7 Nguyễn Đình Chiểu, Phường 4, Quận 3, TP Hồ Chí Minh']"
6,01071/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', '13C Hưng Phú, Phường 9, Quận 8, TP Hồ Chí Minh']"
6,00005/SYT-GPHĐ,"['1', 'Công ty TNHH Nha khoa Elite thuộc Công ty TNHH Nha Khoa Elite', '57A Trần Quốc Thảo, Phường 7, Quận 3, TP Hồ Chí Minh']"
7,04608/HCM-GPHĐ,"['2', 'Phòng khám Sản phụ khoa Tâm Phúc', '164 Nguyễn Xí, Phường 13, Quận Bình Thạnh, TP Hồ Chí Minh']"
7,03316/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Chấn thương chỉnh hình', '24/2 Đoàn Thị Điểm, Phường 1, Quận Phú Nhuận, TP Hồ Chí Minh']"
7,02038/SYT-GPHĐ,"['1', 'Phòng khám Nội tổng hợp', '101 Phù Đổng Thiên Vương, Phường 11, Quận 5, TP Hồ Chí Minh']"
7,00121/SYT-GPHĐ,"['3', 'Phòng khám Nội tổng hợp', '416 Tôn Đản, Phường 4, Quận 4, TP Hồ Chí Minh']"
7,00345/SYT-GPHĐ,"['4', 'Chi nhánh Công ty Cổ phần Bệnh viện đa khoa Quốc tế Hạnh Phúc', 'Lầu 2, Tòa nhà Belco số 97 Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
7,02259/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Nhi', '202 Lô G Chung cư Đồng Diều, Phường 4, Quận 8, TP Hồ Chí Minh']"
7,00612/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '361 Quốc lộ 22, Tổ 3, Ấp Thượng, Xã Tân Thông Hội, Huyện Củ Chi, TP Hồ Chí Minh']"
7,04570/HCM-GPHĐ,"['8', 'Phòng xét nghiệm ( Thuộc Công ty TNHH Hợp Tác Y Tế Việt Úc)', '3 Tăng Bạt Hổ, Phường 12, Quận 5, TP Hồ Chí Minh']"
7,04942/SYT-GPHĐ,"['10', 'Phòng chẩn trị y học cổ truyền thuộc Công ty TNHH Một thành viên Y học cổ truyền Thiên Long', '13 Cửu Long, Phường 2, Quận Tân Bình, TP Hồ Chí Minh']"
7,03758/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Nội tim mạch', '162 Nguyễn Thiện Thuật, Phường 3, Quận 3, TP Hồ Chí Minh']"
8,01569/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Sản Phụ khoa', '526 Bà Hạt, Phường 8, Quận 10, TP Hồ Chí Minh']"
8,00201/SYT-GPHĐ,"['3', 'Phòng khám Nội tổng hợp', '221/18 Phan Văn Khỏe, Phường 5, Quận 6, TP Hồ Chí Minh']"
8,00025/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', '101 Trần Hữu Trang, Phường 10, Quận Phú Nhuận, TP Hồ Chí Minh']"
8,00186/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Sản phụ khoa', '15/3 Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, TP Hồ Chí Minh']"
8,00611/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '167 Trần Huy Liệu, Phường 8, Quận Phú Nhuận, TP Hồ Chí Minh']"
8,04325/SYT-GPHĐ,"['6', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '412D Lê Văn Sỹ, Phường 2, Quận Tân Bình, TP Hồ Chí Minh']"
8,03532/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Nội Tim mạch', '107 Lê Quốc Hưng, Phường 12, Quận 4, TP Hồ Chí Minh']"
8,04664/SYT-GPHĐ,"['4', 'Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Thiên Phúc', '83 Lê Văn Việt, Phường Hiệp Phú, Quận 9, TP Hồ Chí Minh']"
8,00200/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '46 Đường số 1 - KDC Lý Chiêu Hoàng, Khu phố 6, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh']"
9,02165/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Chấn thương chỉnh hình', '40/9 Nguyễn Văn Đậu, Phường 6, Quận Bình Thạnh, TP Hồ Chí Minh']"
9,01940/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Da liễu', '213 Âu Cơ, Phường 5, Quận 11, TP Hồ Chí Minh']"
9,00344/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng Hàm Mặt', '142 Lê Đức Thọ, Phường 6, Quận Gò Vấp, TP Hồ Chí Minh']"
9,00024/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Da liễu', '42 Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, TP Hồ Chí Minh']"
9,01567/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Tai Mũi Họng', '330/12 Phan Đình Phùng, Phường 1, Quận Phú Nhuận, TP Hồ Chí Minh']"
9,00450/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Phục hồi chức năng thuộc chi nhánh Công ty TNHH Phát triển Y tế Gia Đình', '10 Trần Phú, Phường 4, Quận 5, TP Hồ Chí Minh']"
9,00009/SYT-GPHĐ,"['4', 'Công ty TNHH Phẫu thuật thẩm mỹ Mắt Ngọc', '246-248-250 Lý Thái Tổ, Phường 1, Quận 3, TP.Hồ Chí Minh']"
9,03458/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Phục hồi chức năng', '343/1C Tô Hiến Thành, Phường 12, Quận 10, TP Hồ Chí Minh']"
9,04606/SYT-GPHĐ,"['1', 'Phòng Chẩn trị Y học cổ truyền', '145 Hoa Lan, Phường 2, Quận Phú Nhuận, TP Hồ Chí Minh']"
9,02652/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Sản Phụ khoa', '316-318 Tùng Thiện Vương, Phường 13, Quận 8, TP Hồ Chí Minh']"
10,02356/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Chấn thương chỉnh hình', '131B Bãi Sậy, Phường 1, Quận 6, TP Hồ Chí Minh']"
10,01115/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Nhi', '296 Khánh Hội, Phường 5, Quận 4, TP Hồ Chí Minh']"
10,03934/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '74B Bạch Đằng, Phường 2, Quận Tân Bình, TP Hồ Chí Minh']"
10,03088/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Sản Phụ khoa', '194 Phan Văn Hớn, Tổ 67, KP 6, Phường Tân Thới Nhất, Quận 12, TP Hồ Chí Minh']"
10,01429/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Sản Phụ khoa', '208 Trần Bình Trọng, Phường 4, Quận 5, TP Hồ Chí Minh']"
10,04316/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Sản phụ khoa', '134/40 Đoàn Văn Bơ, Phường 9, Quận 4, TP Hồ Chí Minh']"
10,04080/SYT-GPHĐ,"['3', 'Phòng chẩn trị y học cổ truyền', '551/5/2 Bến Phú Lâm, Phường 9, Quận 6, TP Hồ Chí Minh']"
10,03580/SYT-GPHĐ,"['2', 'Phòng khám Nội tổng hợp', '63/13 Pasteur, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']"
10,03474/HCM-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt (thuộc Công ty TNHH Nha khoa Sky)', '375-377 Nguyễn Thái BÌnh, Phường 12, Quận Tân Bình, TP Hồ Chí Minh']"
10,03402/SYT-GPHĐ,"['4', 'Phòng khám Nội tổng hợp', '311 Hậu Giang, Phường 5, Quận 6, TP Hồ Chí Minh']"
11,04782/SYT-GPHĐ,"['7', 'Phòng chẩn trị y học cổ truyền', '186 Đường số 11, Khu phố 5, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh']"
11,02014/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'D7/25 Nguyễn Thị Tú, Ấp 4, Xã Vĩnh Lộc B, Huyện Bình Chánh, TP Hồ Chí Minh']"
11,00138/SYT-GPHĐ,"['9', 'Phòng khám đa khoa thuộc Công ty TNHH Phòng khám Đa khoa Tâm Trí Sài Gòn', '163-165 Trần Trọng Cung, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']"
11,02357/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp (thuộc Chi nhánh Công ty TNHH Phòng khám đa khoa Sơn Kỳ)', '46 Tây Lân, KP 7, Phường Bình Trị Đông A, Quận Bình Tân, TP Hồ Chí Minh']"
11,02167/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '135 Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, TP Hồ Chí Minh']"
11,00277/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Sản Phụ khoa', '308 Đường số 8, Phường 11, Quận Gò Vấp, TP Hồ Chí Minh']"
11,00052/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Da Liễu', 'Số 520 Tỉnh lộ 8, Tổ 5, Ấp Tây, Xã Tân An Hội, Huyện Củ Chi, TP Hồ Chí Minh']"
11,00205/SYT-GPHĐ,"['2', 'PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA', '135 Phùng Văn Cung, Phường 2, Quận Phú Nhuận, TP Hồ Chí Minh']"
11,02952/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Ngoại', '35 Tân Hòa Đông, Phường 14, Quận 6, TP Hồ Chí Minh']"
11,03832/SYT-GPHĐ,"['5', 'Phòng khám Nội tổng hợp', '60 Lê Đại Hành, Phường 7, Quận 11, TP Hồ Chí Minh']"
12,01538/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Tai Mũi Họng', '83 Nguyễn Hữu Tiến, Phường Tây Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
12,00471/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'Số 008 Lô K c/c, Nguyễn Thiện Thuật, Phường 1, Quận 3, TP Hồ Chí Minh']"
12,04638/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '280B Lê Trọng Tấn, Phường Tây Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
12,02953/SYT-GPHĐ,"['5', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '250 Khánh Hội, Phường 6, Quận 4, TP Hồ Chí Minh']"
12,00096/SYT-GPHĐ,"['4', 'Phòng khám Nội tổng hợp', '009 Chung cư A2 Phan Xích Long, Phường 7, Quận Phú Nhuận, TP Hồ Chí Minh']"
12,04361/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Mắt', '53/3 Ấp Tân Tiến, Xã Xuân Thới Đông, Huyện Hóc Môn, TP Hồ Chí Minh']"
12,00772/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '36 Đường 5 Khu phố 4, Phường Linh Xuân, Quận Thủ Đức, TP Hồ Chí Minh']"
12,00310/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '62 Nguyễn Thị Nhỏ, Phường 14, Quận 5, TP Hồ Chí Minh']"
12,00282/HCM-GPHĐ,"['9', 'Phòng khám đa khoa thuộc Chi nhánh I - Công ty TNHH Bệnh viện Đa Khoa Hoàn Hảo', '1B Hoàng Hữu Nam, Khu phố Mỹ Thành, Phường Long Thạnh Mỹ, Quận 9, TP Hồ Chí Minh']"
12,00023/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '17 Điện Biên Phủ, Phường 25, Quận Bình Thạnh, TP Hồ Chí Minh']"
13,00154/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', '31A Trần Bình Trọng, Phường 1, Quận 5, TP Hồ Chí Minh']"
13,00430/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Sản Phụ khoa', '262/2/12 Phan Anh, Phường Hiệp Tân, Quận Tân Phú, TP Hồ Chí Minh']"
13,00259/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '15 Tân Thành, Phường Hòa Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
13,02597/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '17/4 Ấp 5, Xã Phú Xuân, Huyện Nhà Bè, TP Hồ Chí Minh']"
13,02727/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Sản Phụ khoa', '451 Lê Đức Thọ, Phường 16, Quận Gò Vấp, TP Hồ Chí Minh']"
13,01910/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Ngoại (Chấn thương chỉnh hình)', '56B Trần Phú, Phường 4, Quận 5, TP Hồ Chí Minh']"
13,01294/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '351 An Dương Vương, Phường 10, Quận 6, TP Hồ Chí Minh']"
13,01119/HCM-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '198 Nguyễn Tất Thành, Phường 13, Quận 4, TP Hồ Chí Minh']"
13,00796/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '31 Lô K, KP5, Cư xá Ngân Hàng, Phường Tân Thuận Tây, Quận 7, TP Hồ Chí Minh']"
13,03954/SYT-GPHĐ,"['5', 'Phòng khám Nội tổng hợp', '293/14 Tùng Thiện Vương, Phường 11, Quận 8, TP Hồ Chí Minh']"
14,00253/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', 'Tổ 1 Ấp 3, Xã Bình Mỹ, Huyện Củ Chi, TP Hồ Chí Minh']"
14,02320/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Nhi', '5/2B Ấp 3, Xã Xuân Thới Sơn, Huyện Hóc Môn, TP Hồ Chí Minh']"
14,04250/HCM-GPHĐ,"['1', 'Phòng khám chuyên khoa Da liễu thuộc Công ty cổ phần Phòng khám chuyên khoa Da liễu O2 Skin', '343/5F Tô Hiến Thành, Phường 12, Quận 10, TP Hồ Chí Minh']"
14,01542/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Sản phụ khoa', '105/10 Nguyễn Thị Tú, KP3, Phường Bình Hưng Hòa B , Quận Bình Tân, TP Hồ Chí Minh']"
14,00230/SYT-GPHĐ,"['3', 'Phòng khám Nội tổng hợp', 'A10/4 Khu phố 1, T.T Tân Túc , Huyện Bình Chánh, TP Hồ Chí Minh']"
14,00103/SYT-GPHĐ,"['10', 'Phòng khám đa khoa thuộc Công ty TNHH Năm Bốn Tám', '544-546-548-550 Nguyễn Chí Thanh, Phường 7, Quận 11, TP Hồ Chí Minh']"
14,00445/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '7A/35 Thành Thái, Phường 14, Quận 10, TP Hồ Chí Minh']"
14,00026/SYT-GPHĐ,"['5', 'Phòng Khám Đa Khoa ( thuộc Chi nhánh 6 - Công ty TNHH Trung tâm Y khoa Phước An)', '197-198 Tôn Thất Thuyết, Phường 3, Quận 4, TP Hồ Chí Minh']"
14,00699/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Sản phụ khoa', '300 Hiền Vương, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
14,02091/SYT-GPHĐ,"['7', 'PHÒNG KHÁM NỘI TỔNG HỢP', 'B42 Nguyễn Thần Hiến, Phường 18, Quận 4, TP Hồ Chí Minh']"
15,00015/SYT-GPHĐ,"['2', 'Phòng khám đa khoa thuộc Công ty TNHH Y tế Hòa Hảo', '254 Hòa Hảo, Phường 4, Quận 10, TP Hồ Chí Minh']"
15,00126/SYT-GPHĐ,"['3', 'Phòng chẩn trị Y học cổ truyền', '34 Đỗ Quang Đẩu, Phường Phạm Ngũ Lão, Quận 1, TP Hồ Chí Minh']"
15,01431/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '185 Thái Phiên, Phường 9, Quận 11, TP Hồ Chí Minh']"
15,05213/SYT-GPHĐ,"['6', 'Phòng khám nội tổng hợp', '1A251 ấp 1, Xã Phạm Văn Hai, Huyện Bình Chánh, TP Hồ Chí Minh']"
15,01664/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '87C Nguyễn Thị Thập, KP2, Phường Tân Phú, Quận 7, TP Hồ Chí Minh']"
15,03189/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Ngoại', '526 Nguyễn Văn Tạo, Ấp 1, Xã Long Thới, Huyện Nhà Bè, TP Hồ Chí Minh']"
