page_num, license_id, hospital_info
14,00103/SYT-GPHĐ,"['10', 'Phòng khám đa khoa thuộc Công ty TNHH Năm Bốn Tám', '544-546-548-550 Nguyễn Chí Thanh, Phường 7, Quận 11, TP Hồ Chí Minh']"
14,02091/SYT-GPHĐ,"['7', 'PHÒNG KHÁM NỘI TỔNG HỢP', 'B42 Nguyễn Thần Hiến, Phường 18, Quận 4, TP Hồ Chí Minh']"
16,00237/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '53A Bạch Đằng, Phường 15, Quận Bình Thạnh, TP Hồ Chí Minh']"
16,03799/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Sản Phụ khoa thuộc Công ty TNHH Một thành viên Y tế Thiên Ân', '5-7-9 Đặng Văn Ngữ, Phường 10, Quận Phú Nhuận, TP Hồ Chí Minh']"
17,01537/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Tai Mũi Họng', '318 Nguyễn Văn Luông, Phường 12, Quận 6, TP Hồ Chí Minh']"
17,01404/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '146 Nguyễn Thị Nhỏ, Phường 15, Quận 11, TP Hồ Chí Minh']"
18,02726/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Sản Phụ khoa', '354 Đất Mới, Phường Bình Trị Đông, Quận Bình Tân, TP Hồ Chí Minh']"
18,00118/SYT-GPHĐ,"['2', '', '177 Bùi Đình Túy, Phường 24, Quận Bình Thạnh, TP.Hồ Chí Minh']"
19,01876/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Sản phụ khoa', '702/78 Điện Biên Phủ, Phường 10, Quận 10, TP Hồ Chí Minh']"
19,03206/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '39 Lê Văn Việt, KP 3, Phường Hiệp Phú, Quận 9, TP Hồ Chí Minh']"
19,00091/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '37 Nhiêu Tứ, Phường 7, Quận Phú Nhuận, TP Hồ Chí Minh']"
20,00507/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Sản phụ khoa', '255 Cao Văn Lầu, Phường 2, Quận 6, TP Hồ Chí Minh']"
20,01086/HCM-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '9-11F Nguyễn Thị Thập, Phường Tân Phú, Quận 7, TP Hồ Chí Minh']"
20,02157/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Sản Phụ khoa Thuộc Công ty TNHH Phòng khám sản phụ khoa Hồng Phúc Gia Định', '143 Bạch Đằng, Phường 15, Quận Bình Thạnh, TP Hồ Chí Minh']"
21,00190/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng hàm mặt', '02 Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh']"
21,00357/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt thuộc Công ty TNHH Nha khoa Yakuri', '181A Điện Biên Phủ, Phường Đa Kao, Quận 1, TP Hồ Chí Minh']"
22,03772/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '139 Tân Hòa Đông, Phường 14, Quận 6, TP Hồ Chí Minh']"
23,00032sssss/SYT,"['2', 'Phòng khám đa khoa thuộc Chi nhánh 5 - Công ty TNHH Trung tâm Y khoa Phước An', '42 Đường số 26, Phường 10, Quận 6, TP Hồ Chí Minh']"
23,01348/SYT-GPHĐ,"['3', 'Phòng khám răng hàm mặt thuộc Công ty TNHH Nụ Cười My', '173 Tôn Dật Tiên (Lô CN3, Khu A Đô thị Phú Mỹ Hưng), Đô thị mới Nam thành phố, Phường Tân Phong, Quận 7, TP Hồ Chí Minh']"
23,04989/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Da liễu', '11 Đoàn Công Hớn, Khu phố 1, Phường Trường Thọ, Quận Thủ Đức, TP Hồ Chí Minh']"
23,01493/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '5A Trường Chinh, Tổ 38, KP3, Phường Tân Thới Nhất, Quận 12, TP Hồ Chí Minh']"
23,00829/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Răng Hàm Mặt', '558 Hậu Giang, Phường 12, Quận 6, TP Hồ Chí Minh']"
24,00056/SYT-GPHĐ,"['6', 'Công ty TNHH Y khoa Ngọc Tâm', '320 Điện Biên Phủ, Phường 11, Quận 10, TP Hồ Chí Minh']"
24,05394/SYT-GPHĐ,"['2', 'Trạm Y tế Xã Tân Hiệp Huyện Hóc Môn', '35 Đỗ Văn Dậy, Ấp Tân Thới 1, Xã Tân Hiệp , Huyện Hóc Môn, TP Hồ Chí Minh']"
24,00622/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', '40 Lê Quang Định, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh']"
24,03778/SYT-GPHĐ,"['4', 'PHÒNG KHÁM CHUYÊN KHOA SẢN PHỤ KHOA', '184 Tổ 9, Ấp Xóm Mới, Xã Trung Lập Hạ, Huyện Củ Chi, TP Hồ Chí Minh']"
24,00746/SYT-GPHÐ,"['7', 'Phòng khám đa khoa thuộc Công ty TNHH Đầu tư y tế Trần Diệp Khanh', '11/25 Nguyễn Oanh, Phường 10, Quận Gò Vấp, TP Hồ Chí Minh']"
24,00142/SYT-GPHĐ,"['8', 'Phòng khám đa khoa thuộc Công ty Cổ phần Vigor Anbis Japan', 'Lầu 2, Tòa nhà Miss áo dài, Số 21 Nguyễn Trung Ngạn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']"
25,00411/SYT-GPHĐ,"['2', 'Phòng khám đa khoa thuộc Công ty Cổ phần Phòng khám đa khoa quốc tế Tâm Phúc', '236 Đinh Bộ Lĩnh, Phường 28, Quận Bình Thạnh, TP Hồ Chí Minh']"
25,00347/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '02 Lạc Long Quân, Phường 3, Quận 11, TP Hồ Chí Minh']"
26,00148/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt thuộc Công ty TNHH Nha khoa Thế Kỷ', '29 Nguyễn Trãi, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
28,01246/SYT-GPHĐ,"['3', 'Chi nhánh Công ty TNHH Tư vấn - Thương mại - Dịch vụ Tân Hoàn Mỹ - Nha khoa Tân Hoàn Mỹ', '301 Hồng Bàng, Phường 11, Quận 5, TP Hồ Chí Minh']"
28,00191/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '107 Bàn Cờ, Phường 3, Quận 3, TP Hồ Chí Minh']"
28,04395/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Da liễu', '516 Đường Ba Tháng Hai, Phường 14, Quận 10, TP Hồ Chí Minh']"
29,01120/SYT-GPHĐ,"['5', 'Phòng Khám Nội Tổng Hợp', '154/55 Lê Quốc Hưng, Phường 12, Quận 4, TP Hồ Chí Minh']"
29,02862/SYT-GPHĐ,"['7', '', '8B Lương Định Của, P.Bình Khánh, Quận 2, TP.Hồ Chí Minh']"
31,04667/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Mắt', '163/14/7 Tô Hiến Thành, Phường 13, Quận 10, TP Hồ Chí Minh']"
32,00497/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '174 Bùi Đình Túy, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh']"
33,01128/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Da liễu', '6/15 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP Hồ Chí Minh']"
34,02599/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp thuộc Công ty TNHH Thiện Nga', '26 Bác Ái, KP 3, Phường Bình Thọ, Quận Thủ Đức, TP Hồ Chí Minh']"
34,04969/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Da liễu (thuộc Công ty TNHH Quốc Tế Sắc Việt)', '235 Lý Chính Thắng, Phường 7, Quận 3, TP Hồ Chí Minh']"
35,00644/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Răng Hàm Mặt', '001 Lô E Cư xá Thanh Đa, Phường 27, Quận Bình Thạnh, TP Hồ Chí Minh']"
35,00616/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '547A Đường 3-2, Phường 8, Quận 10, TP Hồ Chí Minh']"
36,00595/HCM-GPHĐ,"['1', 'Hộ Kinh Doanh Nha Khoa Thu Ngân', '78/1C TTN12, Tổ 2, Khu Phố 2, Phường Tân Thới Nhất, Quận 12, TP Hồ Chí Minh']"
37,04553/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Ngoại', '141A Trần Nhân Tôn, Phường 2, Quận 10, TP Hồ Chí Minh']"
37,01253/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', '463 Hồ Học Lãm, KP2, Phường An lạc , Quận Bình Tân, TP Hồ Chí Minh']"
37,03986/SYT-GPHĐ,"['10', 'Phòng khám Nội tổng hợp', '80 Thạch Lam, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
39,03874/HCM-GPHĐ,"['8', 'Phòng Khám Chuyên Khoa Thẩm Mỹ ( Thuộc Công ty TNHH Phòng khám chuyên khoa giải phẫu thẩm mỹ Á Đông)', '244A Pasteur, Phường 6, Quận 3, TP Hồ Chí Minh']"
39,04116/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Sản phụ khoa', '24C Phan Văn Hớn, Ấp 7, Xã Xuân Thới Thượng, Huyện Hóc Môn, TP Hồ Chí Minh']"
39,01720/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '247 Nguyễn Đình Chiểu, Phường 5, Quận 3, TP Hồ Chí Minh']"
40,00342/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', 'Tổ 1 Ấp Tân Tiến, Xã Tân Thông Hội, Huyện Củ Chi, TP Hồ Chí Minh']"
41,03629/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '47B Lạc Long Quân, Phường 1, Quận 11, TP Hồ Chí Minh']"
42,00639/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '71B Nguyễn Khắc Nhu, Phường Cô Giang, Quận 1, TP Hồ Chí Minh']"
43,00267/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Nhi', '2003 Phạm Thế Hiển, Phường 6, Quận 8, TP Hồ Chí Minh']"
43,04172/SYT-GPHĐ,"['7', 'Phòng khám nội tổng hợp', '55 An Điềm, Phường 10, Quận 5, TP Hồ Chí Minh']"
44,00199/SYT-GPHĐ,"['3', '', '97-99 Đường số 10, Phường 13, Quận 6, TP.Hồ Chí Minh']"
44,03692/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '443 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']"
44,00550/SYT-GPHĐ,"['6', 'Phòng khám chuyên khoa Răng Hàm Mặt', '780 Hưng Phú, Phường 10, Quận 8, TP Hồ Chí Minh']"
44,00444/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '244 Cách Mạng Tháng 8, Phường 10, Quận 3, TP Hồ Chí Minh']"
45,02653/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '249 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
45,00370/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '137/18 Thoại Ngọc Hầu, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
45,00115/SYT-GPHĐ,"['8', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ thuộc Công ty Cổ phần Thẩm mỹ Toàn diện Quốc tế', 'Tầng trệt, Tòa nhà Somerset Chancellor Court, Số 21-23 Nguyễn Thị Minh Khai, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']"
46,00541/SYT-GPHĐ,"['2', 'Phòng khám đa khoa thuộc Công ty TNHH Phòng khám đa khoa Sài Gòn Premier', '170 G-H Nơ Trang Long, Phường 12, Quận Bình Thạnh, TP Hồ Chí Minh']"
47,04953/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Ngoại thuộc Công ty TNHH Phòng khám chuyên khoa Trường Xuân', '136 Đường số 14, Khu Dân cư Him Lam, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh']"
48,01364/SYT-GPHĐ,"['1', 'Phòng khám đa khoa thuộc Công ty TNHH Phước Tấn', '164 đường Ba Tháng Hai, Phường 12, Quận 10, TP Hồ Chí Minh']"
49,03573/SYT-GPHĐ,"['1', 'Chi nhánh Công ty TNHH Nha khoa Saint Paul', '50 Nguyễn Thị Minh Khai, Phường Đa Kao, Quận 1, TP Hồ Chí Minh']"
50,03188/SYT-GPHĐ,"['7', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '98 Hoàng Quốc Việt, Phường Phú Mỹ, Quận 7, TP Hồ Chí Minh']"
51,00820/SYT-GPHĐ,"['2', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '116/109/54 Thiên Phước, Phường 9, Quận Tân Bình, TP Hồ Chí Minh']"
51,01118/SYT-GPHĐ,"['1', 'Phòng khám chuyên khoa Răng Hàm Mặt', '303 Tùng Thiện Vương, Phường 11, Quận 8, TP Hồ Chí Minh']"
52,02436/SYT-GPHĐ,"['5', 'Phòng khám đa khoa thuộc Công ty Cổ phần Trung tâm Y khoa Nét Vạn Phúc', '282 Phú Thọ Hòa, Phường Phú Thọ Hòa, Quận Tân Phú, TP Hồ Chí Minh']"
53,01154/SYT-GPHĐ,"['8', 'PHÒNG KHÁM NỘI TỔNG HỢP', 'Số 226, Hương lộ 2 Ấp Xóm Mới, Xã Trung Lập Hạ, Huyện Củ Chi, TP Hồ Chí Minh']"
54,03007/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Da liễu', '468 Trần Hưng Đạo B, Phường 14, Quận 5, TP Hồ Chí Minh']"
54,03089/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ thuộc Chi nhánh Công ty Cổ phần Y khoa & Thẩm Mỹ Thu Cúc - THU CUC CLINIC 11', '170 Trần Phú, Phường 9, Quận 5, TP Hồ Chí Minh']"
55,03710/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng hàm mặt', 'Lầu 1, số 231-233 Lê Thánh Tôn, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
55,00120/SYT-GPHĐ,"['8', 'Phòng Khám Nội Tổng Hợp', '36C Cư xá Bùi Minh Trực, Phường 5, Quận 8, TP Hồ Chí Minh']"
55,01970/HCM-GPHĐ,"['4', 'Phòng khám chuyên khoa Phẫu thuật thẩm mỹ', '84 Lê Thị Riêng, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
56,04759/SYT-GPHĐ,"['9', 'Chi nhánh Công ty TNHH Phát triển Y tế Victoria Healthcare - Phòng khám Nội', '77 Nguyễn Hữu Cầu, Phường Tân Định, Quận 1, TP Hồ Chí Minh']"
56,00903/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Răng Hàm Mặt', '48 Tô Ngọc Vân, KP3, Phường Linh Tây, Quận Thủ Đức, TP Hồ Chí Minh']"
56,00256/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Nội tiết', '71 Đường 13, Khu phố 2, Phường Linh Chiểu, Quận Thủ Đức, TP Hồ Chí Minh']"
57,00209/SYT-GPHĐ,"['3', 'PHÒNG CHẨN TRỊ Y HỌC CỔ TRUYỀN', 'Số 34 Nguyễn Văn Cừ, Phường Cầu Kho, Quận 1, TP Hồ Chí Minh']"
57,03582/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt (thuộc Công ty TNHH Nha khoa Linh Anh)', '81 Trần Não, KP 4, Phường Bình An, Quận 2, TP Hồ Chí Minh']"
58,02365/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '429 Huỳnh Tấn Phát, Phường Tân Thuận Đông, Quận 7, TP Hồ Chí Minh']"
58,05001/SYT-GPHĐ,"['6', 'Phòng khám nội tổng hợp', '3/7A Chánh Hưng, Phường 4, Quận 8, TP Hồ Chí Minh']"
58,00468/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '126 Đặng Nguyên Cẩn, Phường 13, Quận 6, TP Hồ Chí Minh']"
59,02859/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Răng Hàm Mặt', '241 Nguyễn Thiện Thuật, Phường 1, Quận 3, TP Hồ Chí Minh']"
59,03187/SYT-GPHĐ,"['8', 'PHÒNG KHÁM CHUYÊN KHOA RĂNG HÀM MẶT', '152 Lê Văn Lương, Phường Tân Hưng, Quận 7, TP Hồ Chí Minh']"
60,04705/HCM-GPHĐ,"['8', 'Phòng khám đa khoa thuộc Chi nhánh Công ty Cổ phần Bệnh viện đa khoa Quốc tế Hạnh Phúc', 'Tòa nhà Belco, số 97 Nguyễn Thị Minh Khai, Phường Bến Thành, Quận 1, TP Hồ Chí Minh']"
60,03789/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Răng Hàm Mặt', '1127 Nguyễn Ảnh Thủ, tổ 1, khu phố 1, Phường Trung Mỹ Tây, Quận 12, TP Hồ Chí Minh']"
61,03409/SYT-GPHĐ,"['9', 'Phòng khám Nội tổng hợp', '69C (số cũ 65A) Trần Quang Cơ, Phường Phú Thạnh, Quận Tân Phú, TP Hồ Chí Minh']"
61,02005/SYT-GPHĐ,"['8', 'Phòng khám Nội tổng hợp', 'Kios 07 Khu D Chợ Hưng Long, Xã Hưng Long, Huyện Bình Chánh, TP Hồ Chí Minh']"
62,01907/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Sản phụ khoa', '143/11 Nguyễn Văn Nghi, Phường 7, Quận Gò Vấp, TP Hồ Chí Minh']"
63,00167/SYT-GPHĐ,"['10', 'PHÒNG KHÁM CHUYÊN KHOA UNG BƯỚU', '16 Nguyễn Huy Lượng, Phường 14, Quận Bình Thạnh, TP Hồ Chí Minh']"
63,00400/SYT-GPHĐ,"['5', 'Phòng khám chuyên khoa Răng Hàm Mặt', '61/10A Xóm Chiếu, Phường 18, Quận 4, TP Hồ Chí Minh']"
63,04102/SYT-GPHĐ,"['4', 'Phòng khám chuyên khoa Nội tim mạch', '724 Tân Kỳ Tân Quý, Khu phố 5, Phường Bình Hưng Hòa , Quận Bình Tân, TP Hồ Chí Minh']"
64,03050/SYT-GPHĐ,"['3', 'Phòng khám chuyên khoa Răng Hàm Mặt', '512 Lê Văn Sỹ, Phường 14, Quận 3, TP Hồ Chí Minh']"
65,00033/SYT-GPHĐ,"['1', 'Phòng khám đa khoa Công ty TNHH bệnh viện Quốc tế Chấn thương chỉnh hình Sài Gòn - PKĐK SaiGon - ITO', '800-802 Trần Hưng Đạo, Phường 7, Quận 5, TP Hồ Chí Minh']"
66,00022/SYT-GPHĐ,"['5', 'Phòng khám Nội tổng hợp', '028 lô B Chung cư Gò Dầu 2, Phường Tân Sơn Nhì, Quận Tân Phú, TP Hồ Chí Minh']"
67,03522/SYT-GPHĐ,"['10', 'Phòng khám đa khoa thuộc Công ty TNHH Phòng khám Gia Đình Thành phố Hồ Chí Minh (Phòng khám số 1).', 'Tòa nhà Diamond Plaza, số 34 Lê Duẩn, Phường Bến Nghé, Quận 1, TP Hồ Chí Minh']"
67,00248/SYT-GPHĐ,"['6', 'PHÒNG KHÁM NỘI TỔNG HỢP', 'Tổ 9 Ấp Trung Bình, Xã Trung Lập Thượng, Huyện Củ Chi, TP Hồ Chí Minh']"
69,00306/SYT-GPHĐ,"['7', 'Phòng khám chuyên khoa Da liễu', '547A Đường 3-2, Phường 8, Quận 10, TP Hồ Chí Minh']"
69,00112/SYT-GPHĐ,"['10', '', '182/47 Lê Văn Sỹ, Phường 10, Quận Phú Nhuận, TP.Hồ Chí Minh']"
70,02848/SYT-GPHĐ,"['7', 'Phòng khám Nội tổng hợp', '376 Hàn Hải Nguyên, Phường 1, Quận 11, TP Hồ Chí Minh']"
71,02823/SYT-GPHĐ,"['1', 'Phòng khám Nội tổng hợp', '724 Trần Hưng Đạo, Phường 2, Quận 5, TP Hồ Chí Minh']"
72,03245/SYT-GPHĐ,"['9', 'Phòng khám chuyên khoa Da liễu', '189 Quốc lộ 22, Phường Trung Mỹ Tây, Quận 12, TP Hồ Chí Minh']"
73,04191/SYT-GPHĐ,"['2', 'Phòng khám chuyên khoa Ngoại', '456 Nguyễn Đình Chiểu, Phường 4, Quận 3, TP Hồ Chí Minh']"
74,02309/SYT-GPHĐ,"['1', '', '91 Công Chúa Ngọc Hân, Phường 12, Quận 11, TP.Hồ Chí Minh']"
75,01056/HCM-GPHĐ,"['5', 'Phòng khám chuyên khoa Lao và Bệnh phổi', '114 Hùng Vương, Phường 9, Quận 5, TP Hồ Chí Minh']"
76,03255/SYT-GPHĐ,"['6', 'Phòng khám Nội tổng hợp', '6/9 Lê Văn Lương, Ấp 3, Xã Nhơn Đức, Huyện Nhà Bè, TP Hồ Chí Minh']"
77,02723/SYT-GPHĐ,"['6', 'Phòng chẩn trị y học cổ truyền thuộc Chi nhánh Công ty TNHH Một thành viên Dịch vụ Du lịch Thương mại Đình Nguyễn - Trung tâm chăm sóc sức khỏe Uri', '21H Nguyễn Văn Trỗi, Phường 12, Quận Phú Nhuận, TP Hồ Chí Minh']"
78,03378/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Tai Mũi Họng', '211 Đường số 29, Phường Bình Trị Đông B , Quận Bình Tân, TP Hồ Chí Minh']"
80,01691/SYT-GPHĐ,"['9', 'Phòng khám đa khoa (Phòng khám số 2) thuộc Công ty TNHH Phòng khám Gia Đình Thành phố Hồ Chí Minh', 'Tòa nhà The Manor, số 91 Nguyễn Hữu Cảnh, Phường 22, Quận Bình Thạnh, TP Hồ Chí Minh']"
83,00752/SYT-GPHĐ,"['10', 'Phòng khám chuyên khoa Răng Hàm Mặt', '149 Chu Văn An, Phường 26, Quận Bình Thạnh, TP Hồ Chí Minh']"
83,05142/SYT-GPHĐ,"['4', 'Trạm Y tế Xã Lý Nhơn Huyện Cần Giờ', 'Dương Văn Hạnh, Tổ 13, Ấp Lý Thái Bữu, Xã Lý Nhơn, Huyện Cần Giờ, TP Hồ Chí Minh']"
